poll_id,numeric_grade,pollscore,methodology,transparency_score,duration,sample_size,population,hypothetical,score
435,6.74,2.5,level2,4.8,183,5800,rv,TRUE,38.87
436,2.36,1.6,level3,6.9,15,100,lv,TRUE,37.81
437,9.52,1.5,level1,4.8,98,100,v,TRUE,34.8
438,10,1.4,level4,2.3,284,100,rv,FALSE,53.74
439,0,2.2,level4,4,122,100,lv,TRUE,36.02
440,10,4.6,level3,6.2,216,1343,lv,FALSE,53.76
441,1.7,4.1,level1,7.3,184,8891,v,FALSE,44.74
442,8.49,2,level3,3.4,133,9373,a,FALSE,52.22
443,9.31,0,level3,4.1,148,100,lv,TRUE,44.89
444,5.87,1.2,level2,8.6,222,100,v,FALSE,49.49
445,4.09,1.8,level1,5.3,204,100,rv,FALSE,40.63
446,7.33,2.7,level3,6.8,306,4751,v,TRUE,45.49
447,8.42,1.5,level3,5.2,163,100,a,FALSE,47.75
448,10,5.5,level4,5.6,91,2439,lv,TRUE,44.01
449,0,2.1,level1,6.1,200,100,lv,FALSE,40
450,0.12,0.7,level2,6,254,100,lv,FALSE,44.96
451,10,2.3,level2,5.7,365,100,rv,FALSE,51.05
452,10,1,level4,5.3,137,171,v,FALSE,55.67
453,8.41,2.7,level2,1.4,150,100,lv,TRUE,35.61
454,9.53,2.9,level4,8.8,271,1123,a,TRUE,45.14
455,10,3,level3,8.7,311,100,rv,FALSE,55.81
456,0,0.1,level4,4.3,117,1432,a,FALSE,42.37
457,10,2.8,level3,5.7,249,3505,lv,FALSE,59.39
458,4.73,3,level4,8.1,126,100,lv,TRUE,44.09
459,7.59,0.4,level3,7.5,87,100,lv,TRUE,45.56
460,5.49,3.9,level4,7.9,245,100,v,FALSE,51.94
461,10,3.7,level1,4.4,194,100,rv,FALSE,43.64
462,5.27,5.9,level4,9.9,222,100,v,FALSE,51.49
463,8.74,2.7,level2,4.3,125,100,rv,TRUE,35.59
464,5.1,2.6,level2,7.1,362,233,v,TRUE,37.22
465,2.3,2.6,level1,6.2,250,100,lv,FALSE,42.4
466,10,2.6,level1,5.4,146,2848,rv,TRUE,35.26
467,9.63,0,level1,5.4,253,7659,rv,FALSE,52.56
468,10,0,level2,4.5,62,2868,a,FALSE,46.12
469,6.93,2.4,level3,8.4,169,8579,v,FALSE,58.62
470,10,1.6,level3,6.1,323,100,a,FALSE,51.73
471,10,2.6,level3,6.4,164,7953,a,FALSE,53.44
472,5.54,0,level4,6.3,274,4167,v,FALSE,58.58
473,1.37,0.3,level3,5.4,161,100,rv,FALSE,45.08
474,5.71,0.8,level1,4.3,15,3211,lv,TRUE,37.36
475,5.81,4,level1,6.4,95,100,lv,FALSE,43.16
476,7.27,0.9,level3,2.9,205,5936,lv,FALSE,55.32
477,10,1.3,level1,3.9,328,100,v,TRUE,36.88
478,5.36,2.6,level4,4.4,124,100,lv,TRUE,41.4
479,8.16,2,level1,4.4,211,100,v,FALSE,43.67
480,5.76,2.7,level4,6.2,87,100,rv,TRUE,40.13
481,6.75,6,level1,8.4,81,9711,lv,FALSE,50.96
482,7.92,0.8,level4,3.7,105,6159,lv,FALSE,58.87
483,10,2,level4,6.7,320,4576,lv,FALSE,64.9
484,7.15,1.7,level4,7.3,277,1568,a,FALSE,52.52
485,9.52,4.8,level3,4.5,242,4882,lv,FALSE,55.64
486,9.78,1.3,level3,5.9,295,4509,rv,TRUE,48.33
487,10,2.4,level4,7.2,141,9218,lv,FALSE,66.21
488,4.37,3.7,level4,5.6,259,5450,a,TRUE,39.86
489,10,0.9,level4,5.7,204,169,rv,FALSE,56.84
490,5.14,5,level2,6.5,78,126,lv,TRUE,34.42
491,6.24,3.5,level3,5.9,100,100,rv,TRUE,36.64
492,10,0.9,level2,5.2,188,100,lv,FALSE,53.18
493,10,3.2,level4,5.8,204,100,lv,TRUE,47.64
494,2.31,2.2,level4,8.8,151,7314,a,FALSE,51.42
495,3.17,3,level4,7.3,83,100,lv,TRUE,41.3
496,1.23,2.4,level4,4.6,15,100,lv,FALSE,46.58
497,7.39,4.1,level2,4.1,226,536,lv,FALSE,46.65
498,7.33,0.5,level2,5.5,153,100,rv,FALSE,47.86
499,8.12,1.7,level2,8,238,9296,v,TRUE,47.8
500,8.88,2.1,level3,6.4,28,100,rv,FALSE,50.46
