poll_id,numeric_grade,pollscore,methodology,transparency_score,duration,sample_size,population,hypothetical,score
435,10,3.3,level4,3.3,226,100,a,FALSE,49.26
436,7.67,1.6,level4,6.4,171,4948,a,FALSE,55.18
437,4.95,2,level1,7.4,160,100,a,FALSE,39.95
438,0.35,1.1,level1,7.3,239,1840,lv,FALSE,42.94
439,7.44,2.4,level2,9.3,33,4588,v,FALSE,52.67
440,4.68,1.8,level4,5,322,9500,lv,FALSE,61.1
441,6.32,3.7,level1,4.5,365,1872,rv,FALSE,41.77
442,5.84,1.8,level3,6.5,139,100,lv,FALSE,51.93
443,9.77,3.6,level1,3.5,235,5025,lv,TRUE,40.02
444,6.39,3.6,level1,7.8,365,5299,a,FALSE,46.24
445,5.95,1.8,level2,4.4,95,5719,v,FALSE,47.5
446,10,4.6,level1,6.7,188,6919,a,FALSE,45.98
447,10,2.5,level4,5.5,365,2644,v,FALSE,56.65
448,7.19,1.5,level4,2.4,90,100,lv,TRUE,41.99
449,3.74,2.6,level2,6.4,279,1866,a,TRUE,31.33
450,10,1,level1,4.3,230,100,v,FALSE,46.6
451,2.94,3.5,level4,7.4,147,6954,v,FALSE,52.31
452,6.47,1.2,level1,2.3,219,3728,v,FALSE,44.76
453,10,4.4,level3,5.8,150,4713,a,FALSE,50.9
454,5.02,0,level3,4.4,259,2005,v,FALSE,49.01
455,5.2,0.8,level2,7.7,132,100,a,TRUE,34.42
456,8.43,2,level1,4.9,15,100,a,FALSE,39.48
457,7.22,1.4,level2,7.4,264,5922,v,TRUE,43.86
458,5.67,4.5,level2,5.3,296,100,v,FALSE,43.43
459,5.83,2.4,level4,6.2,194,5385,lv,FALSE,58.57
460,7.67,3,level4,8.2,100,100,lv,TRUE,46.87
461,8.53,3.6,level4,5,135,2491,rv,FALSE,51.28
462,10,2.7,level1,8.7,51,100,a,FALSE,44.51
463,4.99,3.9,level4,7.5,44,100,rv,FALSE,49.03
464,10,3.2,level3,7.9,296,271,a,FALSE,51.66
465,0.81,3.5,level4,2.6,15,9774,a,FALSE,44.06
466,4.09,0.3,level3,5.7,239,2061,a,FALSE,45.88
467,1.26,0.8,level2,3.8,145,2312,rv,FALSE,39.71
468,7.9,0,level4,7.1,50,9159,lv,TRUE,55.5
469,8.35,2.1,level4,7.8,160,100,a,TRUE,42.65
470,1.2,4.6,level2,5.1,164,3789,lv,FALSE,44.34
471,6.86,1,level1,5.2,303,100,a,TRUE,32.09
472,3.01,3,level1,3.6,365,5442,a,FALSE,39.26
473,8.64,3.2,level1,7.2,365,100,v,FALSE,47.29
474,0.45,2.9,level4,8.2,346,921,v,TRUE,39.21
475,10,2.1,level2,3.5,345,6839,lv,FALSE,55.85
476,6.49,1.6,level4,3.3,276,7892,lv,FALSE,57.95
477,2.52,1.5,level3,7.7,138,768,a,TRUE,34.1
478,6.33,2.5,level3,8,200,100,v,FALSE,50.83
479,5.6,4.4,level3,6.6,30,9426,rv,FALSE,52.1
480,5.21,1.3,level1,6.4,105,100,v,FALSE,42.36
481,0.68,2.3,level1,5.1,96,4791,a,FALSE,36.44
482,4.33,2.6,level3,6.5,74,100,a,TRUE,32.97
483,5.97,3.7,level4,5.3,324,100,rv,TRUE,40.81
484,0.73,2.2,level3,9.1,233,9355,lv,FALSE,56.96
485,7.88,3.5,level1,5.3,209,2915,v,FALSE,42.77
486,10,0.3,level2,1.3,182,2918,a,TRUE,33.82
487,9.8,3.6,level2,6.7,282,5690,rv,TRUE,43.72
488,3.47,2.6,level1,4.1,271,100,v,FALSE,38.68
489,4.04,0.9,level4,7.2,93,1359,a,FALSE,48.27
490,4.8,0,level1,3.7,15,3574,lv,FALSE,46.65
491,9.09,2,level2,5.6,65,6864,rv,FALSE,51.34
492,6.51,3.5,level3,6.6,134,100,a,FALSE,44.95
493,2.89,3,level3,5.7,183,2371,lv,FALSE,47.42
494,0.62,2,level1,3.1,333,4531,lv,FALSE,43.05
495,8.9,2.6,level3,3.9,246,19779,v,FALSE,56.66
496,2.49,2.7,level4,4.7,252,9149,a,FALSE,51.01
497,8.65,1.4,level1,8.4,264,100,lv,FALSE,52.29
498,6.96,2.6,level2,5.8,170,1286,rv,FALSE,45.86
499,9.55,2.7,level1,7.9,76,2155,v,FALSE,46.51
500,10,1.4,level1,6.3,93,5291,v,FALSE,50.83
