"poll_id","pollscore","numeric_grade","transparency_score","duration","sample_size","population","hypothetical","Methodology"
86670,2.2,9,8.9,2,1020,"lv","true","level3"
86721,3.7,6.3,2.2,6,450,"rv","true","level3"
86722,3.7,6.3,2.2,6,703,"rv","true","level3"
86725,3.7,6.3,2.2,6,702,"rv","true","level3"
86718,3.7,6.3,2.2,5,801,"rv","true","level3"
86723,3.7,6.3,2.2,5,803,"rv","true","level3"
86778,1.2,7,3.3,1,615,"lv","true","level3"
86669,5,3.7,2.8,1,600,"lv","true","level3"
86675,5,6,5.6,3,600,"lv","true","level4"
86657,4.4,5.7,5.6,4,400,"lv","true","level3"
86634,1.2,9.7,6.7,1,1000,"rv","true","level2"
86687,1.2,7,3.3,1,1500,"lv","true","level3"
86687,1.2,7,3.3,1,1500,"lv","true","level3"
86678,1.2,10,10,7,814,"rv","true","level4"
86678,1.2,10,10,7,707,"lv","true","level4"
86631,1.2,10,8.9,3,1583,"rv","true","level3"
86674,5.6,3.7,2.2,3,600,"lv","true","level3"
86632,3.1,9.3,8.9,4,1401,"rv","true","level4"
86612,3.4,6,2.2,2,1265,"rv","true","level3"
86602,1.2,9.7,6.7,1,1438,"rv","true","level2"
86592,1.2,10,8.9,3,1604,"rv","true","level3"
86572,6.6,2.3,3.3,2,1092,"lv","true","level2"
86581,10,4,8.9,2,2021,"a","true","level3"
86581,10,4,8.9,2,1619,"rv","true","level3"
86581,10,4,8.9,2,1425,"lv","true","level3"
86590,0.9,8.7,10,2,1200,"lv","true","level3"
86576,1.2,9.7,6.7,3,1000,"rv","true","level2"
86630,2.2,9.3,6.7,8,1002,"rv","true","level3"
86589,1.9,9.7,6.7,3,1199,"rv","true","level3"
86591,1.2,10,10,10,868,"rv","true","level4"
86591,1.2,10,10,10,674,"lv","true","level4"
86558,1.2,10,8.9,2,1415,"rv","true","level3"
86607,9.7,1.7,3.3,3,2000,"rv","true","level3"
86607,9.7,1.7,3.3,3,1799,"lv","true","level3"
86562,4.4,5,5.6,0,1010,"rv","true","level3"
86560,1.2,9.3,5.6,3,1094,"rv","true","level3"
86559,3.1,9.3,8.9,4,1407,"rv","true","level4"
86561,5.3,5.3,5.6,4,1000,"lv","true","level2"
86582,4.7,0,5.6,7,600,"rv","true","level3"
86583,4.7,0,5.6,7,600,"rv","true","level3"
86584,4.7,0,5.6,7,600,"rv","true","level3"
86585,4.7,0,5.6,7,600,"rv","true","level3"
86586,4.7,0,5.6,7,600,"rv","true","level3"
86587,4.7,0,5.6,7,600,"rv","true","level3"
86588,4.7,0,5.6,7,600,"rv","true","level3"
86527,4.4,5,6.7,1,2271,"rv","true","level3"
86542,2.2,9,8.9,3,1006,"lv","true","level3"
86498,1.2,10,8.9,3,1510,"rv","true","level3"
86502,1.2,9.7,6.7,4,1000,"rv","true","level2"
86503,1.2,9.7,6.7,4,1000,"rv","true","level2"
86509,2.8,9.3,10,5,1097,"rv","true","level4"
86510,2.8,9.3,10,5,1132,"rv","true","level4"
86492,5.6,3.7,2.2,3,600,"lv","true","level3"
86511,4.1,8,5.6,1,627,"lv","true","level3"
86496,1.2,9.7,6.7,3,1000,"rv","true","level2"
86497,1.2,9.7,6.7,3,1000,"rv","true","level2"
86500,3.4,8,5.6,4,2145,"lv","true","level3"
86500,3.4,8,5.6,4,2510,"rv","true","level3"
86548,3.7,6.3,2.2,7,447,"rv","true","level3"
86481,9.7,1.7,3.3,5,1000,"lv","true","level3"
86545,3.7,6.3,2.2,6,796,"rv","true","level3"
86551,3.7,6.3,2.2,6,697,"rv","true","level3"
86470,1.2,9.7,6.7,3,1000,"rv","true","level2"
86464,10,4,8.9,5,2026,"a","true","level3"
86464,10,4,8.9,5,1628,"rv","true","level3"
86464,10,4,8.9,5,1436,"lv","true","level3"
86472,3.1,9.3,8.9,4,1487,"rv","true","level4"
86546,3.7,6.3,2.2,4,788,"rv","true","level3"
86547,3.7,6.3,2.2,4,698,"rv","true","level3"
86549,3.7,6.3,2.2,4,699,"rv","true","level3"
86550,3.7,6.3,2.2,4,807,"rv","true","level3"
86460,1.6,9.7,7.8,3,1000,"rv","true","level4"
86474,3.1,8.7,6.7,3,1298,"lv","true","level2"
86922,5.3,3.7,6.7,3,1378,"rv","true","level3"
86922,5.3,3.7,6.7,3,1318,"lv","true","level3"
86466,1.2,9.3,5.6,4,1149,"rv","true","level3"
86467,1.2,9.3,5.6,4,1121,"rv","true","level3"
86353,4.4,5,5.6,2,2017,"rv","true","level3"
86461,1.2,9.7,6.7,3,1300,"rv","true","level2"
86328,1.2,9.7,6.7,2,1000,"rv","true","level2"
86302,1.2,9.7,6.7,1,1350,"rv","true","level2"
86468,3.4,8,5.6,7,829,"rv","true","level3"
86296,1.2,9.7,6.7,5,1000,"rv","true","level2"
86262,3.4,6,2.2,2,1246,"rv","true","level3"
86256,1.2,9.3,5.6,3,1262,"rv","true","level3"
86256,1.2,9.3,5.6,3,1262,"rv","true","level3"
86244,4.4,5,5.6,4,3021,"rv","true","level3"
86255,4.7,0,5.6,7,1745,"rv","true","level3"
86274,4.7,0,1.1,2,601,"rv","true","level3"
86274,4.7,0,1.1,2,601,"rv","true","level3"
86229,1.2,9.7,6.7,3,1000,"lv","true","level2"
86240,4.1,8.3,8.9,4,6536,"rv","true","level3"
86238,5,6,8.3,8,1167,"rv","true","level4"
86238,5,6,8.3,8,1167,"rv","true","level4"
86181,1.2,9.7,6.7,4,1000,"rv","true","level2"
86194,1.2,9.7,6.7,4,1000,"rv","true","level2"
86176,4.4,5,5.6,3,3010,"rv","true","level3"
86190,4.4,5,6.7,1,2022,"rv","true","level3"
86224,9.7,1.7,3.3,3,2000,"rv","true","level3"
86224,9.7,1.7,3.3,3,1724,"lv","true","level3"
86164,1.2,9.7,6.7,3,1000,"rv","true","level2"
86165,1.2,9.7,6.7,3,1000,"rv","true","level2"
86147,3.1,9.3,8.9,4,1421,"rv","true","level4"
86147,3.1,9.3,8.9,4,1421,"rv","true","level4"
86068,1.2,9.7,6.7,2,1000,"rv","true","level2"
86230,3.7,6.3,2.2,6,798,"rv","true","level3"
86231,3.7,6.3,2.2,6,800,"rv","true","level3"
86232,3.7,6.3,2.2,6,702,"rv","true","level3"
86233,3.7,6.3,2.2,6,445,"rv","true","level3"
86234,3.7,6.3,2.2,6,705,"rv","true","level3"
86235,3.7,6.3,2.2,6,803,"rv","true","level3"
86236,3.7,6.3,2.2,6,702,"rv","true","level3"
86067,1.2,9.7,6.7,2,1000,"rv","true","level2"
86141,1.2,9.7,6.7,2,1000,"rv","true","level2"
86143,1.2,9.7,6.7,2,1000,"rv","true","level2"
86127,4.4,5,5.6,4,3024,"rv","true","level3"
86148,1.2,10,10,10,787,"rv","true","level4"
86148,1.2,10,10,10,628,"lv","true","level4"
85969,1.2,9.7,6.7,1,1225,"rv","true","level2"
86059,2.2,9,8.9,2,1015,"lv","true","level3"
86069,2.2,9,6.7,2,806,"rv","true","level4"
86916,5.3,3.7,6.7,2,3005,"rv","true","level3"
86916,5.3,3.7,6.7,2,2795,"lv","true","level3"
85962,1.2,9.7,6.7,1,1000,"rv","true","level2"
85971,3.1,8.7,6.7,3,1207,"rv","true","level2"
85971,3.1,8.7,6.7,3,1207,"rv","true","level2"
85960,1.2,9.3,5.6,4,1106,"rv","true","level3"
85960,1.2,9.3,5.6,4,1106,"rv","true","level3"
85961,1.2,9.3,5.6,4,1099,"rv","true","level3"
85961,1.2,9.3,5.6,4,1099,"rv","true","level3"
86065,1.2,10,8.9,10,1200,"rv","true","level3"
85964,4.7,0,1.1,2,807,"lv","true","level3"
85918,2.2,9,5.6,5,1637,"rv","true","level1"
85918,2.2,9,5.6,5,1637,"rv","true","level1"
85918,2.2,9,5.6,5,1637,"rv","true","level1"
85862,1.6,9.7,7.8,3,1000,"rv","true","level4"
85865,5.9,6,8.9,2,605,"lv","true","level3"
85865,5.9,6,8.9,2,605,"lv","true","level3"
85864,3.4,6,2.2,2,1266,"rv","true","level3"
85890,0.6,9.3,7.8,2,1048,"lv","true","level3"
85835,9.7,1.7,3.3,6,1000,"lv","true","level3"
85891,1.2,10,10,7,930,"rv","true","level2"
85891,1.2,10,10,7,808,"lv","true","level2"
85827,1.2,9.3,5.6,4,1172,"rv","true","level3"
85827,1.2,9.3,5.6,4,1172,"rv","true","level3"
85828,1.2,9.3,5.6,4,1119,"rv","true","level3"
85828,1.2,9.3,5.6,4,1119,"rv","true","level3"
85742,1.2,9.7,6.7,3,1260,"rv","true","level2"
85779,3.1,9.3,8.9,4,1650,"rv","true","level4"
85779,3.1,9.3,8.9,4,1650,"rv","true","level4"
85846,10,4,8.9,2,1017,"a","true","level3"
85846,10,4,8.9,2,837,"rv","true","level3"
85846,10,4,8.9,2,744,"lv","true","level3"
85765,3.7,6.3,2.2,5,800,"rv","true","level3"
85766,3.7,6.3,2.2,5,798,"rv","true","level3"
85767,3.7,6.3,2.2,5,703,"rv","true","level3"
85768,3.7,6.3,2.2,5,457,"rv","true","level3"
85769,3.7,6.3,2.2,5,706,"rv","true","level3"
85770,3.7,6.3,2.2,5,795,"rv","true","level3"
85771,3.7,6.3,2.2,5,697,"rv","true","level3"
85672,4.4,5,6.7,1,2346,"rv","true","level3"
85676,2.2,9,8.9,2,1029,"lv","true","level3"
85644,4.4,5,5.6,1,1045,"rv","true","level3"
85667,2.2,9,6.7,3,807,"rv","true","level4"
85646,1.2,9.7,6.7,2,1315,"rv","true","level2"
85648,1.2,9.7,6.7,3,1087,"rv","true","level2"
85563,1.2,9.7,6.7,3,1294,"rv","true","level2"
85584,3.1,9.3,8.9,4,1680,"rv","true","level4"
85604,4.1,8.3,8.9,4,4470,"lv","true","level1"
85564,1.6,9.7,7.8,4,1000,"lv","true","level4"
85489,1.6,9.7,7.8,3,1000,"rv","true","level4"
85483,5.3,5.3,5.6,5,984,"lv","true","level3"
85470,9.7,1.7,3.3,6,1000,"lv","true","level3"
86917,5.3,3.7,6.7,2,3011,"rv","true","level3"
86917,5.3,3.7,6.7,2,2772,"lv","true","level3"
85458,3.1,9.3,8.9,4,1647,"rv","true","level4"
85482,2.2,9,8.9,4,1012,"lv","true","level3"
85408,4.4,5,6.7,1,2034,"rv","true","level3"
85413,1.2,9.3,5.6,3,1007,"rv","true","level4"
85451,1.2,10,8.9,9,1200,"rv","true","level3"
85449,5.6,3.7,2.2,7,694,"lv","true","level4"
84963,2.8,9.3,10,7,1068,"rv","true","level2"
84924,1.2,9.7,6.7,2,1000,"rv","true","level2"
84962,2.8,9.3,10,7,1197,"rv","true","level2"
85338,3.7,6.3,2.2,9,796,"rv","true","level3"
85339,3.7,6.3,2.2,9,801,"rv","true","level3"
85340,3.7,6.3,2.2,9,703,"rv","true","level3"
85341,3.7,6.3,2.2,9,451,"rv","true","level3"
85342,3.7,6.3,2.2,9,704,"rv","true","level3"
85343,3.7,6.3,2.2,9,799,"rv","true","level3"
85344,3.7,6.3,2.2,9,681,"rv","true","level3"
84889,4.7,0,5.6,5,1500,"rv","true","level3"
84868,10,4,6.7,6,3021,"a","true","level3"
84868,10,4,6.7,6,2505,"rv","true","level3"
84868,10,4,6.7,6,2219,"lv","true","level3"
84853,3.4,6,2.2,2,1301,"rv","true","level3"
84849,5.3,5.3,5.6,4,550,"lv","true","level3"
84850,5.3,5.3,5.6,4,550,"lv","true","level3"
84851,5.3,5.3,5.6,4,550,"lv","true","level3"
84838,4.4,5,5.6,6,4003,"rv","true","level3"
86923,5.3,3.7,6.7,5,870,"rv","true","level3"
86923,5.3,3.7,6.7,5,817,"lv","true","level3"
86924,5.3,3.7,6.7,5,854,"rv","true","level3"
86924,5.3,3.7,6.7,5,784,"lv","true","level3"
84818,1.2,9.7,6.7,3,1475,"rv","true","level2"
84824,9.7,1.7,3.3,4,1000,"lv","true","level3"
86925,5.3,3.7,6.7,3,1352,"rv","true","level3"
86925,5.3,3.7,6.7,3,1224,"lv","true","level3"
86926,5.3,3.7,6.7,3,1273,"rv","true","level3"
86926,5.3,3.7,6.7,3,1200,"lv","true","level3"
86927,5.3,3.7,6.7,3,1382,"rv","true","level3"
86927,5.3,3.7,6.7,3,1284,"lv","true","level3"
84718,4.4,5,5.6,4,3017,"rv","true","level3"
84715,4.4,5,6.7,1,2851,"rv","true","level3"
84713,2.2,9,6.7,3,803,"rv","true","level4"
84708,1.2,9.7,6.7,3,1000,"rv","true","level2"
84684,1.2,9.7,6.7,3,917,"rv","true","level2"
84691,1.2,9.3,5.6,3,1001,"rv","true","level4"
84696,1.2,9.7,6.7,3,1000,"rv","true","level2"
84687,3.1,9.3,8.9,4,1574,"rv","true","level4"
84650,3.7,6.3,2.2,8,800,"rv","true","level3"
84651,3.7,6.3,2.2,8,803,"rv","true","level3"
84652,3.7,6.3,2.2,8,700,"rv","true","level3"
84653,3.7,6.3,2.2,8,437,"rv","true","level3"
84654,3.7,6.3,2.2,8,702,"rv","true","level3"
84655,3.7,6.3,2.2,8,805,"rv","true","level3"
84656,3.7,6.3,2.2,8,675,"rv","true","level3"
84594,10,4,6.7,6,1497,"lv","true","level3"
84594,10,4,6.7,6,2023,"a","true","level3"
84594,10,4,6.7,6,1674,"rv","true","level3"
84618,3.4,6,2.2,2,1242,"rv","true","level3"
84692,4.1,6.3,5.6,4,403,"rv","true","level3"
84608,2.8,9.3,10,6,1271,"rv","true","level4"
84520,4.4,5,5.6,2,2021,"rv","true","level3"
84517,3.1,9.3,8.9,4,1610,"rv","true","level4"
84615,4.1,8.3,8.9,6,4506,"lv","true","level1"
84497,9.7,1.7,3.3,5,1000,"lv","true","level3"
84484,4.4,5,5.6,7,3029,"rv","true","level3"
84469,1.6,9.7,7.8,3,1000,"rv","true","level4"
84469,1.6,9.7,7.8,3,1000,"rv","true","level4"
84481,4.7,0,1.7,3,1000,"lv","true","level4"
84478,2.2,9,6.7,4,1225,"rv","true","level4"
84467,4.4,5,6.7,0,2116,"rv","true","level3"
84457,6.9,4,6.7,2,869,"lv","true","level3"
84501,6.9,4,6.7,3,628,"lv","true","level1"
84382,1.2,9.3,5.6,3,1007,"rv","true","level4"
86918,5.3,3.7,6.7,2,2181,"rv","true","level3"
86918,5.3,3.7,6.7,2,2181,"rv","true","level3"
84254,9.7,1.7,0,4,1000,"lv","true","level3"
84254,9.7,1.7,0,4,1000,"lv","true","level3"
84462,4.7,0,3.3,1,1262,"lv","true","level2"
84379,6.6,4.7,4.4,3,1437,"rv","true","level2"
84379,6.6,4.7,4.4,3,1437,"rv","true","level2"
84380,6.6,4.7,4.4,3,1451,"rv","true","level2"
84380,6.6,4.7,4.4,3,1451,"rv","true","level2"
84381,6.6,4.7,4.4,3,1559,"rv","true","level2"
84381,6.6,4.7,4.4,3,1559,"rv","true","level2"
84190,1.2,9.7,0,1,1125,"rv","true","level2"
84123,1.2,9.7,0,2,896,"rv","true","level2"
84486,5.9,6,8.9,5,1167,"rv","true","level4"
84486,5.9,6,8.9,5,1165,"rv","true","level4"
84074,4.7,0,0,6,1500,"rv","true","level3"
86928,5.3,3.7,6.7,1,1316,"lv","true","level3"
86928,5.3,3.7,6.7,1,1316,"lv","true","level3"
83989,1.2,9.7,0,1,1000,"rv","true","level2"
83973,9.7,1.7,0,8,1000,"lv","true","level3"
83973,9.7,1.7,0,8,1000,"lv","true","level3"
86919,5.3,3.7,6.7,2,2765,"lv","true","level3"
86919,5.3,3.7,6.7,2,2765,"lv","true","level3"
83925,1.2,9.7,0,1,1000,"rv","true","level2"
83402,1.2,9.7,6.7,2,837,"rv","true","level2"
83357,1.2,9.7,0,2,1337,"rv","true","level2"
83347,1.2,9.7,0,1,1121,"rv","true","level2"
83290,9.7,1.7,0,5,1000,"lv","true","level3"
83290,9.7,1.7,0,5,1000,"lv","true","level3"
83223,1.6,9.7,0,3,500,"rv","true","level4"
83223,1.6,9.7,0,3,500,"rv","true","level4"
83142,2.2,9,0,3,1020,"lv","true","level3"
83067,1.2,9.7,0,1,1015,"rv","true","level2"
