"pollscore","numeric_grade","duration","sample_size","population","party","hypothetical","internal","pct"
-0.2,1.5,2,600,"lv","GRE","true","true",0.5
-0.2,1.5,2,600,"lv","DEM","true","true",32.7
-0.2,1.5,2,600,"lv","REP","true","true",42.8
-0.2,1.5,2,600,"lv","IND","true","true",11.3
-0.2,1.5,2,600,"lv","GRE","true","true",1.3
-0.2,1.5,2,600,"lv","LIB","true","true",1.3
-0.2,1.5,2,600,"lv","DEM","true","true",43.3
-0.2,1.5,2,600,"lv","REP","true","true",40.3
-0.2,1.5,2,600,"lv","IND","true","true",9.7
-0.2,1.5,2,600,"lv","GRE","true","true",0.3
-0.2,1.5,2,600,"lv","LIB","true","true",0.7
-1.1,2.8,2,1046,"rv","DEM","true","false",46
-1.1,2.8,2,1046,"rv","REP","true","false",46
-1.1,2.8,2,1046,"rv","IND","true","false",5
-1.1,2.8,2,1046,"rv","IND","true","false",1
-1.1,2.8,2,1046,"rv","GRE","true","false",1
-1.1,2.8,2,1046,"rv","DEM","false","false",49
-1.1,2.8,2,1046,"rv","REP","false","false",50
-1.1,2.8,2,1046,"rv","DEM","true","false",46
-1.1,2.8,2,1046,"rv","REP","true","false",50
-1.1,2.8,2,1046,"rv","DEM","true","false",46
-1.1,2.8,2,1046,"rv","REP","true","false",49
-1.1,2.8,2,1034,"rv","DEM","true","false",45
-1.1,2.8,2,1034,"rv","REP","true","false",43
-1.1,2.8,2,1034,"rv","IND","true","false",7
-1.1,2.8,2,1034,"rv","IND","true","false",1
-1.1,2.8,2,1034,"rv","GRE","true","false",1
-1.1,2.8,2,1034,"rv","DEM","false","false",49
-1.1,2.8,2,1034,"rv","REP","false","false",49
-1.1,2.8,2,1034,"rv","DEM","true","false",48
-1.1,2.8,2,1034,"rv","REP","true","false",49
-1.1,2.8,2,1034,"rv","DEM","true","false",54
-1.1,2.8,2,1034,"rv","REP","true","false",44
-1.1,2.8,2,1071,"rv","DEM","true","false",47
-1.1,2.8,2,1071,"rv","REP","true","false",41
-1.1,2.8,2,1071,"rv","IND","true","false",7
-1.1,2.8,2,1071,"rv","IND","true","false",1
-1.1,2.8,2,1071,"rv","GRE","true","false",1
-1.1,2.8,2,1071,"rv","DEM","false","false",52
-1.1,2.8,2,1071,"rv","REP","false","false",46
-1.1,2.8,2,1071,"rv","DEM","true","false",49
-1.1,2.8,2,1071,"rv","REP","true","false",46
-1.1,2.8,2,1071,"rv","DEM","true","false",49
-1.1,2.8,2,1071,"rv","REP","true","false",45
-1.1,2.8,2,1012,"rv","DEM","true","false",43
-1.1,2.8,2,1012,"rv","REP","true","false",45
-1.1,2.8,2,1012,"rv","IND","true","false",7
-1.1,2.8,2,1012,"rv","IND","true","false",1
-1.1,2.8,2,1012,"rv","GRE","true","false",1
-1.1,2.8,2,1012,"rv","DEM","false","false",49
-1.1,2.8,2,1012,"rv","REP","false","false",49
-1.1,2.8,2,1012,"rv","DEM","true","false",52
-1.1,2.8,2,1012,"rv","REP","true","false",46
-1.1,2.8,2,1012,"rv","DEM","true","false",47
-1.1,2.8,2,1012,"rv","REP","true","false",48
0.1,1.8,5,1200,"rv","DEM","true","true",35
0.1,1.8,5,1200,"rv","REP","true","true",47
0.1,1.8,5,1200,"rv","IND","true","true",6
0.1,1.8,5,1200,"rv","LIB","true","true",1
0.1,1.8,5,1200,"rv","IND","true","true",0
0.1,1.8,5,1200,"rv","GRE","true","true",1
0.1,1.8,5,988,"lv","DEM","true","true",39
0.1,1.8,5,988,"lv","REP","true","true",46
0.1,1.8,5,988,"lv","IND","true","true",5
0.1,1.8,5,988,"lv","LIB","true","true",1
0.1,1.8,5,988,"lv","IND","true","true",0
0.1,1.8,5,988,"lv","GRE","true","true",1
0.1,1.8,5,1200,"rv","DEM","true","true",39
0.1,1.8,5,1200,"rv","REP","true","true",46
0.1,1.8,5,1200,"rv","IND","true","true",5
0.1,1.8,5,1200,"rv","LIB","true","true",1
0.1,1.8,5,1200,"rv","IND","true","true",1
0.1,1.8,5,1200,"rv","GRE","true","true",0
0.1,1.8,5,988,"lv","DEM","true","true",42
0.1,1.8,5,988,"lv","REP","true","true",47
0.1,1.8,5,988,"lv","IND","true","true",4
0.1,1.8,5,988,"lv","LIB","true","true",1
0.1,1.8,5,988,"lv","IND","true","true",0
0.1,1.8,5,988,"lv","GRE","true","true",0
-0.9,2.8,1,1241,"a","DEM","false","true",39
-0.9,2.8,1,1241,"a","REP","false","true",39
-0.9,2.8,1,1018,"rv","DEM","false","true",44
-0.9,2.8,1,1018,"rv","REP","false","true",42
-0.9,2.8,1,1241,"a","DEM","true","true",37
-0.9,2.8,1,1241,"a","REP","true","true",34
-0.9,2.8,1,1241,"a","IND","true","true",10
-0.9,2.8,1,1018,"rv","DEM","true","true",42
-0.9,2.8,1,1018,"rv","REP","true","true",38
-0.9,2.8,1,1018,"rv","IND","true","true",8
-0.4,2.3,1,2000,"rv","DEM","true","true",46
-0.4,2.3,1,2000,"rv","REP","true","true",48
-0.4,2.3,1,2000,"rv","IND","true","true",2
-1.1,2.9,1,800,"rv","DEM","false","true",47.4
-1.1,2.9,1,800,"rv","REP","false","true",52.6
-1.1,2.9,1,800,"rv","DEM","true","true",39.8
-1.1,2.9,1,800,"rv","REP","true","true",47.5
-1.1,2.9,1,800,"rv","IND","true","true",5.2
-1.1,2.9,1,800,"rv","IND","true","true",0.6
-1.1,2.9,1,800,"rv","GRE","true","true",0.5
-1.1,2.9,1,800,"rv","LIB","true","true",0.6
-1.1,2.9,1,800,"rv","DEM","false","true",48.9
-1.1,2.9,1,800,"rv","REP","false","true",51.1
-1.1,2.9,1,800,"rv","DEM","true","true",43.3
-1.1,2.9,1,800,"rv","REP","true","true",45.9
-1.1,2.9,1,800,"rv","IND","true","true",4.1
-1.1,2.9,1,800,"rv","IND","true","true",0.8
-1.1,2.9,1,800,"rv","GRE","true","true",0.5
-1.1,2.9,1,800,"rv","LIB","true","true",0.1
-1.1,2.9,1,800,"rv","DEM","false","true",49.1
-1.1,2.9,1,800,"rv","REP","false","true",50.9
-1.1,2.9,1,800,"rv","DEM","true","true",43.8
-1.1,2.9,1,800,"rv","REP","true","true",44.1
-1.1,2.9,1,800,"rv","IND","true","true",4.7
-1.1,2.9,1,800,"rv","IND","true","true",0.5
-1.1,2.9,1,800,"rv","GRE","true","true",0.6
-1.1,2.9,1,800,"rv","LIB","true","true",0.3
-1.1,2.9,1,845,"rv","DEM","false","true",50.6
-1.1,2.9,1,845,"rv","REP","false","true",49.4
-1.1,2.9,1,845,"rv","DEM","true","true",45.4
-1.1,2.9,1,845,"rv","REP","true","true",44.9
-1.1,2.9,1,845,"rv","IND","true","true",3.4
-1.1,2.9,1,845,"rv","GRE","true","true",0.5
-1.1,2.9,1,850,"rv","DEM","false","true",48.9
-1.1,2.9,1,850,"rv","REP","false","true",51.1
-1.1,2.9,1,850,"rv","DEM","true","true",44.3
-1.1,2.9,1,850,"rv","REP","true","true",46.1
-1.1,2.9,1,850,"rv","IND","true","true",3
-1.1,2.9,1,850,"rv","IND","true","true",0.6
-1.1,2.9,1,850,"rv","GRE","true","true",0.7
-1.1,2.9,1,850,"rv","LIB","true","true",0.4
-1.1,3,1,1155,"lv","DEM","true","true",44
-1.1,3,1,1155,"lv","REP","true","true",46
-1.1,3,1,1155,"lv","IND","true","true",4
-1.1,3,1,1155,"lv","GRE","true","true",1
-1.1,3,1,1155,"lv","IND","true","true",0
-1.1,3,2,1435,"rv","DEM","true","true",41
-1.1,3,2,1435,"rv","REP","true","true",44
-1.1,3,2,1435,"rv","IND","true","true",5
-1.1,3,2,1435,"rv","IND","true","true",1
-1.1,3,2,1435,"rv","GRE","true","true",1
0,0,2,1000,"lv","DEM","false","false",49.5
0,0,2,1000,"lv","REP","false","false",50.5
0.3,1.1,3,147,"lv","DEM","true","true",39
0.3,1.1,3,147,"lv","REP","true","true",48
0.3,1.1,3,147,"lv","DEM","true","true",35
0.3,1.1,3,147,"lv","REP","true","true",42
0.3,1.1,3,147,"lv","IND","true","true",10
0.3,1.1,3,147,"lv","LIB","true","true",2
0.3,1.1,3,147,"lv","GRE","true","true",2
0.3,1.1,3,600,"lv","DEM","false","true",45
0.3,1.1,3,600,"lv","REP","false","true",47
-0.9,2.9,0,1117,"rv","DEM","false","false",45
-0.9,2.9,0,1117,"rv","REP","false","false",46
-0.9,2.9,0,1117,"rv","DEM","true","false",42
-0.9,2.9,0,1117,"rv","REP","true","false",42
-0.9,2.9,0,1117,"rv","IND","true","false",7
-0.9,2.9,0,1117,"rv","IND","true","false",1
-0.9,2.9,0,1117,"rv","GRE","true","false",1
-0.9,2.9,0,1117,"rv","LIB","true","false",0
-0.6,2.1,0,400,"lv","DEM","false","true",46.7
-0.6,2.1,0,400,"lv","REP","false","true",48
-0.6,2.1,0,400,"lv","DEM","true","true",44.3
-0.6,2.1,0,400,"lv","REP","true","true",45.8
-0.6,2.1,0,400,"lv","IND","true","true",4
-0.6,2.1,0,400,"lv","LIB","true","true",0.3
-0.6,2.1,0,400,"lv","GRE","true","true",0.3
-0.6,2.1,0,400,"lv","IND","true","true",1.1
-0.3,1.9,1,4001,"rv","DEM","false","true",45
-0.3,1.9,1,4001,"rv","REP","false","true",47
-1.1,3,3,1178,"rv","DEM","true","true",41
-1.1,3,3,1178,"rv","REP","true","true",43
-1.1,3,3,1178,"rv","IND","true","true",5
-1.1,3,3,1178,"rv","IND","true","true",1
-1.1,3,3,1178,"rv","GRE","true","true",1
-1.1,3,3,1178,"rv","LIB","true","true",0
-1.1,3,3,1115,"rv","DEM","true","true",45
-1.1,3,3,1115,"rv","REP","true","true",45
-1.1,3,3,1178,"rv","DEM","true","true",41
-1.1,3,3,1178,"rv","REP","true","true",43
-1.1,3,3,1178,"rv","IND","true","true",5
-1.1,3,3,1178,"rv","IND","true","true",1
-1.1,3,3,1178,"rv","GRE","true","true",1
-1.1,3,3,1178,"rv","LIB","true","true",1
-1.1,3,3,1178,"rv","DEM","false","true",46
-1.1,3,3,1178,"rv","REP","false","true",46
-1.1,3,3,1178,"rv","DEM","true","true",40
-1.1,3,3,1178,"rv","REP","true","true",46
-1.1,3,3,1178,"rv","DEM","true","true",41
-1.1,3,3,1178,"rv","REP","true","true",46
-1.1,3,3,1178,"rv","DEM","true","true",39
-1.1,3,3,1178,"rv","REP","true","true",46
0,0,3,2121,"lv","DEM","true","true",52
0,0,3,2121,"lv","REP","true","true",35
0,0,3,2121,"lv","IND","true","true",6
0,0,3,2121,"lv","IND","true","true",0
0,0,3,2121,"lv","GRE","true","true",4
0,0,3,2121,"lv","PSL","true","true",3
0,0,3,2121,"lv","DEM","true","true",54
0,0,3,2121,"lv","REP","true","true",35
0,0,3,2121,"lv","IND","true","true",7
0,0,3,2121,"lv","IND","true","true",0
0,0,3,2121,"lv","GRE","true","true",3
0,0,3,2121,"lv","PSL","true","true",2
0,0,0,800,"lv","DEM","false","true",43
0,0,0,800,"lv","REP","false","true",51
0,0,0,800,"lv","DEM","true","true",37
0,0,0,800,"lv","REP","true","true",43
0,0,0,800,"lv","LIB","true","true",4
0,0,0,800,"lv","GRE","true","true",3
0,0,0,800,"lv","IND","true","true",9
0,0,1,500,"lv","DEM","true","true",46
0,0,1,500,"lv","REP","true","true",50
0,0,1,500,"lv","DEM","false","true",46
0,0,1,500,"lv","REP","false","true",50
0,2,2,601,"rv","DEM","true","true",39.4
0,2,2,601,"rv","REP","true","true",39.7
0,2,2,601,"rv","IND","true","true",20.9
0,2,2,601,"rv","DEM","true","true",39.3
0,2,2,601,"rv","REP","true","true",40.2
0,2,2,601,"rv","IND","true","true",20.5
-0.8,2.7,2,982,"lv","DEM","false","true",47
-0.8,2.7,2,982,"lv","REP","false","true",49
-0.8,2.7,2,982,"lv","DEM","true","true",49
-0.8,2.7,2,982,"lv","REP","true","true",48
-0.8,2.7,2,982,"lv","DEM","true","true",42
-0.8,2.7,2,982,"lv","REP","true","true",43
-0.8,2.7,2,982,"lv","IND","true","true",10
-0.8,2.7,2,982,"lv","IND","true","true",1
-0.8,2.7,2,982,"lv","GRE","true","true",0
-0.8,2.7,2,982,"lv","LIB","true","true",0
-0.8,2.7,2,982,"lv","DEM","true","true",43
-0.8,2.7,2,982,"lv","REP","true","true",49
-0.8,2.7,2,982,"lv","DEM","true","true",46
-0.8,2.7,2,982,"lv","REP","true","true",48
-0.8,2.7,2,982,"lv","DEM","true","true",43
-0.8,2.7,2,982,"lv","REP","true","true",50
-0.1,1.5,2,2753,"rv","DEM","true","true",47
-0.1,1.5,2,2753,"rv","REP","true","true",53
-0.1,1.5,2,2169,"lv","DEM","true","true",46
-0.1,1.5,2,2169,"lv","REP","true","true",54
-0.1,1.5,2,2753,"rv","DEM","true","true",37
-0.1,1.5,2,2753,"rv","REP","true","true",46
-0.1,1.5,2,2753,"rv","IND","true","true",17
-0.1,1.5,2,2169,"lv","DEM","true","true",38
-0.1,1.5,2,2169,"lv","REP","true","true",49
-0.1,1.5,2,2169,"lv","IND","true","true",14
-0.1,1.5,2,2753,"rv","DEM","true","true",37
-0.1,1.5,2,2753,"rv","REP","true","true",46
-0.1,1.5,2,2753,"rv","IND","true","true",15
-0.1,1.5,2,2753,"rv","IND","true","true",2
-0.1,1.5,2,2753,"rv","GRE","true","true",1
-0.1,1.5,2,2169,"lv","DEM","true","true",38
-0.1,1.5,2,2169,"lv","REP","true","true",48
-0.1,1.5,2,2169,"lv","IND","true","true",12
-0.1,1.5,2,2169,"lv","IND","true","true",2
-0.1,1.5,2,2169,"lv","GRE","true","true",1
-0.1,1.5,2,2753,"rv","DEM","false","true",47
-0.1,1.5,2,2753,"rv","REP","false","true",53
-0.1,1.5,2,2169,"lv","DEM","false","true",46
-0.1,1.5,2,2169,"lv","REP","false","true",54
-0.5,2.8,2,1257,"rv","DEM","true","true",45
-0.5,2.8,2,1257,"rv","REP","true","true",48
-0.5,2.8,2,1257,"rv","DEM","true","true",39
-0.5,2.8,2,1257,"rv","REP","true","true",44
-0.5,2.8,2,1257,"rv","IND","true","true",8
-0.5,2.8,2,1257,"rv","IND","true","true",2
-0.5,2.8,2,1257,"rv","GRE","true","true",2
-0.5,2.8,2,1257,"rv","LIB","true","true",1
-0.5,2.8,2,1257,"rv","DEM","false","true",47
-0.5,2.8,2,1257,"rv","REP","false","true",49
-0.5,2.8,2,1257,"rv","DEM","true","true",41
-0.5,2.8,2,1257,"rv","REP","true","true",45
-0.5,2.8,2,1257,"rv","IND","true","true",6
-0.5,2.8,2,1257,"rv","IND","true","true",1
-0.5,2.8,2,1257,"rv","GRE","true","true",2
-0.5,2.8,2,1257,"rv","LIB","true","true",1
0,0,2,780,"rv","DEM","true","false",39.8
0,0,2,780,"rv","REP","true","false",48.1
0,0,2,711,"lv","DEM","true","false",41.2
0,0,2,711,"lv","REP","true","false",48.9
0,0,2,780,"rv","DEM","true","false",35.5
0,0,2,780,"rv","REP","true","false",43
0,0,2,780,"rv","IND","true","false",11.2
0,0,2,711,"lv","DEM","true","false",36.6
0,0,2,711,"lv","REP","true","false",44.5
0,0,2,711,"lv","IND","true","false",10.8
0,0,2,780,"rv","DEM","false","false",42.6
0,0,2,780,"rv","REP","false","false",47.4
0,0,2,711,"lv","DEM","false","false",43.6
0,0,2,711,"lv","REP","false","false",48.9
0,0,2,780,"rv","DEM","true","false",38.2
0,0,2,780,"rv","REP","true","false",44.1
0,0,2,780,"rv","IND","true","false",10
0,0,2,711,"lv","DEM","true","false",39.3
0,0,2,711,"lv","REP","true","false",45.3
0,0,2,711,"lv","IND","true","false",8.8
0,0,7,1030,"rv","DEM","true","true",41
0,0,7,1030,"rv","REP","true","true",46
0,0,7,1030,"rv","DEM","true","true",35
0,0,7,1030,"rv","REP","true","true",40
0,0,7,1030,"rv","IND","true","true",11
0,0,7,1030,"rv","IND","true","true",2
0,0,7,1030,"rv","GRE","true","true",1
0,1.4,1,736,"rv","DEM","true","true",40
0,1.4,1,736,"rv","REP","true","true",45
0,1.4,1,736,"rv","GRE","true","true",2
0,1.4,1,736,"rv","IND","true","true",6
0,1.4,1,736,"rv","DEM","true","true",44
0,1.4,1,736,"rv","REP","true","true",50
0,1.4,1,736,"rv","DEM","true","true",40
0,1.4,1,736,"rv","REP","true","true",46
0,1.4,1,736,"rv","GRE","true","true",1
0,1.4,1,736,"rv","IND","true","true",7
0,1.4,1,736,"rv","DEM","true","true",43
0,1.4,1,736,"rv","REP","true","true",45
0,1.4,1,736,"rv","GRE","true","true",1
0,1.4,1,736,"rv","IND","true","true",6
0,1.4,1,573,"rv","DEM","true","true",42
0,1.4,1,573,"rv","REP","true","true",48
0,1.4,1,573,"rv","GRE","true","true",2
0,1.4,1,573,"rv","IND","true","true",2
0,1.4,1,573,"rv","DEM","true","true",46
0,1.4,1,573,"rv","REP","true","true",50
0,1.4,1,573,"rv","DEM","true","true",44
0,1.4,1,573,"rv","REP","true","true",48
0,1.4,1,573,"rv","GRE","true","true",2
0,1.4,1,573,"rv","IND","true","true",2
0,1.4,1,573,"rv","DEM","true","true",41
0,1.4,1,573,"rv","REP","true","true",45
0,1.4,1,573,"rv","GRE","true","true",2
0,1.4,1,573,"rv","IND","true","true",3
0,0,0,500,"lv","DEM","true","true",52
0,0,0,500,"lv","REP","true","true",41
0,0,0,500,"lv","DEM","false","true",52
0,0,0,500,"lv","REP","false","true",41
0,1.4,1,624,"rv","DEM","true","true",42
0,1.4,1,624,"rv","REP","true","true",46
0,1.4,1,624,"rv","GRE","true","true",2
0,1.4,1,624,"rv","IND","true","true",4
0,1.4,1,624,"rv","DEM","true","true",44
0,1.4,1,624,"rv","REP","true","true",49
0,1.4,1,624,"rv","DEM","true","true",43
0,1.4,1,624,"rv","REP","true","true",45
0,1.4,1,624,"rv","GRE","true","true",2
0,1.4,1,624,"rv","IND","true","true",4
0,1.4,1,624,"rv","DEM","true","true",47
0,1.4,1,624,"rv","REP","true","true",43
0,1.4,1,624,"rv","GRE","true","true",1
0,1.4,1,624,"rv","IND","true","true",3
0,1.4,1,650,"rv","DEM","true","true",44
0,1.4,1,650,"rv","REP","true","true",45
0,1.4,1,650,"rv","GRE","true","true",3
0,1.4,1,650,"rv","IND","true","true",5
0,1.4,1,650,"rv","DEM","true","true",46
0,1.4,1,650,"rv","REP","true","true",49
0,1.4,1,650,"rv","DEM","true","true",41
0,1.4,1,650,"rv","REP","true","true",46
0,1.4,1,650,"rv","GRE","true","true",2
0,1.4,1,650,"rv","IND","true","true",6
0,1.4,1,650,"rv","DEM","true","true",46
0,1.4,1,650,"rv","REP","true","true",45
0,1.4,1,650,"rv","GRE","true","true",1
0,1.4,1,650,"rv","IND","true","true",5
-1.1,3,2,2241,"lv","DEM","true","true",47
-1.1,3,2,2241,"lv","REP","true","true",52
-1.1,3,2,2240,"lv","DEM","false","true",48
-1.1,3,2,2240,"lv","REP","false","true",51
-1,2.9,2,500,"rv","DEM","true","true",47.2
-1,2.9,2,500,"rv","REP","true","true",29
-1,2.9,2,500,"rv","GRE","true","true",1
-1,2.9,2,500,"rv","LIB","true","true",0.6
-1,2.9,2,500,"rv","IND","true","true",7.8
-1,2.9,2,500,"rv","IND","true","true",1
0.4,1.8,2,412,"lv","DEM","true","true",41
0.4,1.8,2,412,"lv","REP","true","true",44
0.4,1.8,2,412,"lv","IND","true","true",7
0.4,1.8,2,412,"lv","LIB","true","true",0
0.4,1.8,2,412,"lv","GRE","true","true",1
0.4,1.8,2,688,"lv","DEM","true","true",41
0.4,1.8,2,688,"lv","REP","true","true",45
0.4,1.8,2,688,"lv","IND","true","true",4
0.4,1.8,2,688,"lv","LIB","true","true",0
0.4,1.8,2,688,"lv","GRE","true","true",1
0.4,1.8,2,461,"lv","DEM","true","true",39
0.4,1.8,2,461,"lv","REP","true","true",45
0.4,1.8,2,461,"lv","IND","true","true",5
0.4,1.8,2,461,"lv","LIB","true","true",1
0.4,1.8,2,461,"lv","GRE","true","true",1
0.4,1.8,2,454,"lv","DEM","true","true",40
0.4,1.8,2,454,"lv","REP","true","true",44
0.4,1.8,2,454,"lv","IND","true","true",7
0.4,1.8,2,454,"lv","LIB","true","true",1
0.4,1.8,2,454,"lv","GRE","true","true",1
0.4,1.8,2,471,"lv","DEM","true","true",39
0.4,1.8,2,471,"lv","REP","true","true",46
0.4,1.8,2,471,"lv","IND","true","true",6
0.4,1.8,2,471,"lv","LIB","true","true",1
0.4,1.8,2,471,"lv","GRE","true","true",0
0.4,1.8,2,618,"lv","DEM","true","true",40
0.4,1.8,2,618,"lv","REP","true","true",45
0.4,1.8,2,618,"lv","IND","true","true",5
0.4,1.8,2,618,"lv","LIB","true","true",1
0.4,1.8,2,618,"lv","GRE","true","true",0
0.4,1.8,2,437,"lv","DEM","true","true",41
0.4,1.8,2,437,"lv","REP","true","true",42
0.4,1.8,2,437,"lv","IND","true","true",6
0.4,1.8,2,437,"lv","LIB","true","true",1
0.4,1.8,2,437,"lv","GRE","true","true",1
0.4,1.8,2,470,"lv","DEM","true","true",42
0.4,1.8,2,470,"lv","REP","true","true",42
0.4,1.8,2,470,"lv","IND","true","true",6
0.4,1.8,2,470,"lv","LIB","true","true",0
0.4,1.8,2,470,"lv","GRE","true","true",1
-0.2,2.2,9,1000,"lv","DEM","true","true",44.8
-0.2,2.2,9,1000,"lv","REP","true","true",48.3
-0.2,2.2,9,1000,"lv","DEM","true","true",41.8
-0.2,2.2,9,1000,"lv","REP","true","true",45.4
-0.2,2.2,9,1000,"lv","LIB","true","true",1.3
-0.2,2.2,9,1000,"lv","IND","true","true",7.7
-0.2,2.2,9,1000,"lv","DEM","false","true",45.9
-0.2,2.2,9,1000,"lv","REP","false","true",50.5
0,0,23,400,"lv","DEM","true","false",45.6
0,0,23,400,"lv","REP","true","false",54.4
0,0,0,800,"lv","DEM","true","true",45
0,0,0,800,"lv","REP","true","true",51
0,0,0,800,"lv","DEM","false","true",44
0,0,0,800,"lv","REP","false","true",52
-0.3,1.9,2,9414,"rv","DEM","true","true",42
-0.3,1.9,2,9414,"rv","REP","true","true",46
-0.4,2.3,2,2725,"lv","DEM","true","true",46
-0.4,2.3,2,2725,"lv","REP","true","true",51
0.6,0.7,2,1091,"lv","DEM","true","false",43
0.6,0.7,2,1091,"lv","REP","true","false",45.1
0.6,0.7,2,1091,"lv","IND","true","false",4
0.6,0.7,2,1091,"lv","GRE","true","false",1.4
0.6,0.7,2,1091,"lv","IND","true","false",1.1
0.6,0.7,2,1087,"lv","DEM","true","false",43
0.6,0.7,2,1087,"lv","REP","true","false",45.6
0.6,0.7,2,1087,"lv","IND","true","false",2.5
0.6,0.7,2,1087,"lv","GRE","true","false",1
0.6,0.7,2,1087,"lv","LIB","true","false",0.4
0.6,0.7,2,1087,"lv","IND","true","false",0.1
0,0,2,2402,"lv","DEM","true","true",43
0,0,2,2402,"lv","REP","true","true",47
-0.7,1.9,4,600,"rv","DEM","true","true",42
-0.7,1.9,4,600,"rv","REP","true","true",49
-0.7,1.9,4,600,"rv","DEM","true","true",36
-0.7,1.9,4,600,"rv","REP","true","true",43
-0.7,1.9,4,600,"rv","IND","true","true",8
-0.7,1.9,4,600,"rv","GRE","true","true",2
-0.7,1.9,4,600,"rv","IND","true","true",2
-0.2,2.1,5,500,"rv","DEM","true","true",45
-0.2,2.1,5,500,"rv","REP","true","true",38
-0.2,2.1,5,500,"rv","DEM","false","true",45
-0.2,2.1,5,500,"rv","REP","false","true",40
-0.2,2.1,5,500,"rv","DEM","true","true",42
-0.2,2.1,5,500,"rv","REP","true","true",38
-0.2,2.1,5,500,"rv","DEM","true","true",40
-0.2,2.1,5,500,"rv","REP","true","true",38
-0.2,2.1,5,500,"rv","DEM","true","true",40
-0.2,2.1,5,500,"rv","REP","true","true",37
-0.3,2,1,800,"lv","DEM","true","true",44
-0.3,2,1,800,"lv","REP","true","true",47.2
-0.3,2,1,800,"lv","DEM","false","true",36.7
-0.3,2,1,800,"lv","REP","false","true",47.1
-0.9,2.8,1,992,"rv","DEM","true","true",41
-0.9,2.8,1,992,"rv","REP","true","true",43
-0.9,2.8,1,1202,"a","DEM","true","true",36
-0.9,2.8,1,1202,"a","REP","true","true",39
-0.9,2.8,1,1202,"a","DEM","true","true",34
-0.9,2.8,1,1202,"a","REP","true","true",36
-0.9,2.8,1,1202,"a","IND","true","true",11
-0.9,2.8,1,992,"rv","DEM","true","true",39
-0.9,2.8,1,992,"rv","REP","true","true",40
-0.9,2.8,1,992,"rv","IND","true","true",11
-0.9,2.8,1,1202,"a","DEM","false","true",39
-0.9,2.8,1,1202,"a","REP","false","true",40
-0.9,2.8,1,992,"rv","DEM","false","true",44
-0.9,2.8,1,992,"rv","REP","false","true",44
-1.1,2.9,1,2000,"rv","DEM","true","true",41.6
-1.1,2.9,1,2000,"rv","REP","true","true",46.2
-1.1,2.9,1,2000,"rv","DEM","true","true",37.8
-1.1,2.9,1,2000,"rv","REP","true","true",43.8
-1.1,2.9,1,2000,"rv","IND","true","true",6.6
-1.1,2.9,1,2000,"rv","IND","true","true",0.7
-1.1,2.9,1,2000,"rv","GRE","true","true",0.7
-1.1,2.9,1,2000,"rv","LIB","true","true",0.4
-1.1,2.9,1,1000,"rv","DEM","true","true",40.3
-1.1,2.9,1,1000,"rv","REP","true","true",46.9
-1.1,2.9,1,1000,"rv","DEM","true","true",36
-1.1,2.9,1,1000,"rv","REP","true","true",45.6
-1.1,2.9,1,1000,"rv","IND","true","true",5.7
-1.1,2.9,1,1000,"rv","IND","true","true",0.6
-1.1,2.9,1,1000,"rv","GRE","true","true",1.2
-1.1,2.9,1,1000,"rv","LIB","true","true",0.7
-1.1,2.9,1,1000,"rv","DEM","true","true",41
-1.1,2.9,1,1000,"rv","REP","true","true",47.3
-1.1,2.9,1,1000,"rv","DEM","true","true",38.7
-1.1,2.9,1,1000,"rv","REP","true","true",43.7
-1.1,2.9,1,1000,"rv","IND","true","true",5.6
-1.1,2.9,1,1000,"rv","IND","true","true",2
-1.1,2.9,1,1000,"rv","GRE","true","true",1.3
-1.1,2.9,1,1000,"rv","LIB","true","true",0.4
-1.1,2.9,1,1000,"rv","DEM","true","true",42.1
-1.1,2.9,1,1000,"rv","REP","true","true",45.1
-1.1,2.9,1,1000,"rv","DEM","true","true",39.9
-1.1,2.9,1,1000,"rv","REP","true","true",42.6
-1.1,2.9,1,1000,"rv","IND","true","true",6.5
-1.1,2.9,1,1000,"rv","IND","true","true",0.9
-1.1,2.9,1,1000,"rv","GRE","true","true",0.7
-1.1,2.9,1,1000,"rv","LIB","true","true",0.2
-1.1,2.9,1,1000,"rv","DEM","true","true",40.9
-1.1,2.9,1,1000,"rv","REP","true","true",45.6
-1.1,2.9,1,1000,"rv","DEM","true","true",40
-1.1,2.9,1,1000,"rv","REP","true","true",42.9
-1.1,2.9,1,1000,"rv","IND","true","true",7.1
-1.1,2.9,1,1000,"rv","IND","true","true",0.7
-1.1,2.9,1,1000,"rv","GRE","true","true",0.9
-1.1,2.9,1,1000,"rv","LIB","true","true",0.5
-1.1,2.9,1,1000,"rv","DEM","true","true",40.7
-1.1,2.9,1,1000,"rv","REP","true","true",47.7
-1.1,2.9,1,1000,"rv","DEM","true","true",37.6
-1.1,2.9,1,1000,"rv","REP","true","true",47
-1.1,2.9,1,1000,"rv","IND","true","true",5.5
-1.1,2.9,1,1000,"rv","IND","true","true",1.3
-1.1,2.9,1,1000,"rv","GRE","true","true",1.1
-1.1,2.9,1,1000,"rv","LIB","true","true",0.8
-1.1,2.9,1,1000,"rv","DEM","true","true",42.7
-1.1,2.9,1,1000,"rv","REP","true","true",47.6
-1.1,2.9,1,1000,"rv","DEM","true","true",39.7
-1.1,2.9,1,1000,"rv","REP","true","true",45.9
-1.1,2.9,1,1000,"rv","IND","true","true",4.2
